Id,country,points,price,province,region,variety
470,France,91,30,Southwest France,Cates du Lot,Viognier
471,France,91,,Bordeaux,Madoc,Bordeaux-style Red Blend
472,France,91,22,Bordeaux,Moulis-en-Madoc,Bordeaux-style Red Blend
473,France,91,60,Burgundy,Savigny-las-Beaune,Chardonnay
474,France,91,40,Southwest France,Cates du Tarn,Bordeaux-style Red Blend
475,France,91,74,Burgundy,Volnay,Pinot Noir
476,France,88,15,Bordeaux,Bordeaux Blanc,Sauvignon Blanc
477,France,88,22,Loire Valley,Pouilly-Fuma,Sauvignon Blanc
478,France,88,12,Loire Valley,Muscadet Savre et Maine,Melon
479,France,90,17,Alsace,Alsace,Sylvaner
480,France,90,15,Alsace,Alsace,Sylvaner
481,France,90,50,Burgundy,Bourgogne Hautes Cates de Beaune,Chardonnay
482,France,90,20,Loire Valley,Menetou-Salon,Sauvignon Blanc
483,France,90,32,France Other,Vin de France,White Blend
484,France,90,19,Rhane Valley,Cates du Rhane,Rosa
485,France,90,17,Rhane Valley,Tavel,Rosa
486,France,90,13,Southwest France,Monbazillac,Bordeaux-style White Blend
487,France,90,16,Loire Valley,Muscadet Savre et Maine,Melon
488,France,90,50,Southwest France,Cahors,Malbec-Merlot
489,France,90,19,Southwest France,Montravel,Bordeaux-style Red Blend
490,France,90,13,Southwest France,Madiran,Tannat
491,France,92,45,Provence,Cates de Provence,Rosa
492,France,92,,Provence,Bandol,Rosa
493,France,92,25,Southwest France,Madiran,Tannat
494,France,92,59,Provence,Cates de Provence,Rosa
495,France,92,28,Southwest France,Fronton,Red Blend
496,France,85,9,Southwest France,,Malbec
497,France,84,14,Rhane Valley,Cates du Rhane,Rhane-style White Blend
498,France,84,12,Southwest France,Cates de Bergerac,Bordeaux-style White Blend
499,France,91,14,Alsace,Alsace,Riesling
500,France,91,27,Alsace,Alsace,Pinot Blanc
501,France,91,38,Alsace,Alsace,Gewaarztraminer
502,France,91,35,Bordeaux,Sauternes,Bordeaux-style White Blend
503,France,91,36,Alsace,Alsace,Riesling
504,France,87,19,Bordeaux,Madoc,Bordeaux-style Red Blend
505,France,91,66,Champagne,Champagne,Champagne Blend
506,France,91,45,Southwest France,Cahors,Malbec
507,France,91,75,Champagne,Champagne,Champagne Blend
508,France,90,50,Champagne,Champagne,Champagne Blend
509,France,90,55,Bordeaux,Fronsac,Bordeaux-style Red Blend
510,France,90,20,Bordeaux,Haut-Madoc,Bordeaux-style Red Blend
511,France,90,45,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
512,France,88,15,Southwest France,Buzet,Bordeaux-style Red Blend
513,France,88,12,Southwest France,Gaillac,Red Blend
514,France,88,16,Southwest France,Bergerac Sec,Bordeaux-style White Blend
515,France,88,45,Southwest France,Cates du Marmandais,Red Blend
516,France,88,,Loire Valley,Pouilly-Fuma,Sauvignon Blanc
517,France,88,25,Loire Valley,Quincy,Sauvignon Blanc
518,France,88,,Loire Valley,Vouvray,Chenin Blanc
519,France,88,21,Bordeaux,Cates de Bourg,Bordeaux-style Red Blend
520,France,88,28,Loire Valley,Sancerre,Rosa
521,France,90,35,Burgundy,Pouilly-Fuissa,Chardonnay
522,France,90,55,Alsace,Alsace,Pinot Noir
523,France,90,117,Burgundy,Beaune,Chardonnay
524,France,90,15,Bordeaux,Bordeaux Rosa,Rosa
525,France,90,68,Burgundy,Savigny-las-Beaune,Pinot Noir
526,France,90,60,Burgundy,Savigny-las-Beaune,Pinot Noir
527,France,90,20,Alsace,Alsace,Pinot Noir
528,France,90,19,Alsace,Alsace,Pinot Blanc
529,France,90,20,Loire Valley,Sancerre,Sauvignon Blanc
530,France,90,26,Loire Valley,Sancerre,Sauvignon Blanc
531,France,90,30,Loire Valley,Sancerre,Sauvignon Blanc
532,France,90,26,Loire Valley,Sancerre,Sauvignon Blanc
533,France,90,50,Loire Valley,Pouilly-Fuma,Sauvignon Blanc
534,France,90,,Loire Valley,Sancerre,Sauvignon Blanc
535,France,92,45,Provence,Cates de Provence Sainte-Victoire,Rosa
536,France,92,20,Provence,Coteaux d'Aix-en-Provence,Rosa
537,France,92,26,Provence,Cates de Provence La Londe,Rosa
538,France,92,28,Southwest France,Gaillac,Red Blend
539,France,84,12,Southwest France,Cates de Gascogne,Rosa
540,France,84,12,Burgundy,Coteaux Bourguignons,Pinot Noir
541,France,84,19,Burgundy,Bourgogne,Chardonnay
542,France,84,12,Southwest France,Bergerac Rosa,Rosa
543,France,84,11,Southwest France,Cates du Lot,Rosa
544,France,84,19,Burgundy,Bourgogne,Pinot Noir
545,France,91,53,Alsace,Alsace,Riesling
546,France,91,17,Alsace,Alsace,Riesling
547,France,91,19,Bordeaux,Madoc,Bordeaux-style Red Blend
548,France,91,,Bordeaux,Castillon Cates de Bordeaux,Bordeaux-style Red Blend
549,France,91,35,Bordeaux,Cadillac Cates de Bordeaux,Bordeaux-style Red Blend
550,France,91,50,Bordeaux,Blaye Cates de Bordeaux,Bordeaux-style Red Blend
551,France,91,16,Bordeaux,Blaye Cates de Bordeaux,Bordeaux-style Red Blend
552,France,91,15,Bordeaux,Castillon Cates de Bordeaux,Bordeaux-style Red Blend
553,France,87,25,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
554,France,87,14,Bordeaux,Madoc,Bordeaux-style Red Blend
555,France,87,18,Bordeaux,Madoc,Bordeaux-style Red Blend
556,France,87,,Bordeaux,Pomerol,Bordeaux-style Red Blend
557,France,87,28,Bordeaux,Madoc,Bordeaux-style Red Blend
558,France,90,,Bordeaux,Moulis-en-Madoc,Bordeaux-style Red Blend
559,France,90,44,Southwest France,Cahors,Malbec
560,France,90,30,Beaujolais,Brouilly,Gamay
561,France,88,,Rhane Valley,Costiares de Na¨mes,Rosa
562,France,88,19,Southwest France,Fronton,Negrette
563,France,88,12,Southwest France,Cates de Gascogne,Red Blend
564,France,88,23,Loire Valley,Sancerre,Sauvignon Blanc
565,France,88,25,Loire Valley,Sancerre,Rosa
566,France,88,,Loire Valley,Chinon,Cabernet Franc
567,France,88,,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
568,France,88,15,Bordeaux,Cates de Bourg,Bordeaux-style Red Blend
569,France,88,22,Bordeaux,Blaye Cates de Bordeaux,Bordeaux-style Red Blend
570,France,88,35,Bordeaux,Madoc,Bordeaux-style Red Blend
571,France,88,15,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend
572,France,87,20,Loire Valley,Quincy,Sauvignon Blanc
573,France,90,25,Alsace,Alsace,Pinot Noir
574,France,90,,Burgundy,Marsannay,Pinot Noir
575,France,90,,Burgundy,Beaune,Pinot Noir
576,France,90,23,Alsace,Alsace,Pinot Blanc
577,France,92,99,Southwest France,Saint-Mont,Red Blend
578,France,92,17,Provence,Cates de Provence,Rosa
579,France,92,48,Provence,Cates de Provence La Londe,Rosa
580,France,92,,Southwest France,Cahors,Malbec
581,France,92,52,Provence,Cates de Provence,Rosa
582,France,92,34,Provence,Cates de Provence,Rosa
583,France,92,38,Provence,Bandol,Provence red blend
584,France,92,35,Provence,Cates de Provence,Rosa
585,France,89,39,Rhane Valley,Chateauneuf-du-Pape,Rhane-style White Blend
586,France,89,16,Rhane Valley,Cates du Rhane Villages,Rhane-style Red Blend
587,France,89,25,Loire Valley,Pouilly-Fuma,Sauvignon Blanc
588,France,90,16,Southwest France,Cahors,Malbec-Merlot
589,France,90,21,Southwest France,Cahors,Malbec-Merlot
590,France,90,25,Loire Valley,Pouilly-Fuma,Sauvignon Blanc
591,France,90,55,Burgundy,Pouilly-Fuissa,Chardonnay
592,France,100,848,Bordeaux,Pessac-Laognan,Bordeaux-style White Blend
593,France,97,130,Bordeaux,Pomerol,Bordeaux-style Red Blend
594,France,97,150,Bordeaux,Saint-Julien,Bordeaux-style Red Blend
595,France,97,,Bordeaux,Margaux,Bordeaux-style Red Blend
596,France,97,,Bordeaux,Pessac-Laognan,Bordeaux-style White Blend
597,France,97,450,Bordeaux,Margaux,Bordeaux-style Red Blend
598,France,97,,Bordeaux,Saint-Estaphe,Bordeaux-style Red Blend
599,France,97,,Bordeaux,Pessac-Laognan,Bordeaux-style White Blend
600,France,97,,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
601,France,97,330,Bordeaux,Pessac-Laognan,Bordeaux-style Red Blend
602,France,87,,Bordeaux,Bordeaux Suparieur,Bordeaux-style Red Blend
603,France,86,27,Bordeaux,Graves,Bordeaux-style Red Blend
604,France,88,16,Rhane Valley,Cates du Rhane Villages,Rhane-style White Blend
605,France,88,10,Rhane Valley,Cates du Rhane,Rhane-style Red Blend
606,France,88,16,Rhane Valley,Cates du Rhane,Rhane-style Red Blend
607,France,90,89,Champagne,Champagne,Champagne Blend
608,France,90,,Burgundy,Beaune,Pinot Noir
609,France,90,,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
610,France,90,65,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
611,France,90,25,Bordeaux,Bordeaux Suparieur,Merlot
612,France,90,82,Burgundy,Savigny-las-Beaune,Pinot Noir
613,France,90,23,Beaujolais,Morgon,Gamay
614,France,90,22,Beaujolais,Moulin-aÊ-Vent,Gamay
615,France,87,25,Bordeaux,Cates de Bourg,Bordeaux-style Red Blend
616,France,87,20,Loire Valley,Chateaumeillant,Pinot Noir
617,France,87,14,Loire Valley,Touraine,Sauvignon Blanc
618,France,87,,Loire Valley,Saumur,Chenin Blanc
619,France,87,17,Loire Valley,Muscadet Savre et Maine,Melon
620,France,87,16,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend
621,France,87,,Bordeaux,Pessac-Laognan,Bordeaux-style White Blend
622,France,87,16,Bordeaux,Cates de Bourg,Sauvignon Blanc
623,France,91,,Alsace,Alsace,Riesling
624,France,90,55,Burgundy,Pouilly-Fuissa,Chardonnay
625,France,90,16,Southwest France,Cahors,Malbec-Merlot
626,France,90,,Southwest France,Pacherenc du Vic Bilh,Gros and Petit Manseng
627,France,92,38,Provence,Bandol,Provence red blend
628,France,92,38,Provence,Cates de Provence,Provence red blend
629,France,92,34,Southwest France,Cahors,Malbec-Merlot
630,France,92,48,Provence,Cates de Provence La Londe,Rosa
631,France,90,16,Alsace,Alsace,Sylvaner
632,France,90,26,Burgundy,Cramant de Bourgogne,Chardonnay
633,France,90,16,France Other,Mediterranae,Rosa
634,France,89,35,Loire Valley,Sancerre,Sauvignon Blanc
635,France,89,25,Loire Valley,Pouilly-Fuma,Sauvignon Blanc
636,France,89,25,Loire Valley,Sancerre,Sauvignon Blanc
637,France,97,,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
638,France,97,145,Bordeaux,Saint-Estaphe,Bordeaux-style Red Blend
639,France,97,90,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
640,France,97,698,Bordeaux,Pessac-Laognan,Bordeaux-style White Blend
641,France,97,,Bordeaux,Pauillac,Bordeaux-style Red Blend
642,France,96,160,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
643,France,96,,Bordeaux,Pauillac,Bordeaux-style Red Blend
644,France,96,,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
645,France,96,,Bordeaux,Pessac-Laognan,Bordeaux-style Red Blend
646,France,96,120,Alsace,Alsace,Riesling
647,France,96,,Bordeaux,Saint-Julien,Bordeaux-style Red Blend
648,France,96,200,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
649,France,96,64,Alsace,Alsace,Riesling
650,France,96,175,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
651,France,96,,Bordeaux,Pauillac,Bordeaux-style Red Blend
652,France,96,80,Alsace,Alsace,Pinot Gris
653,France,96,50,Bordeaux,Pessac-Laognan,Bordeaux-style White Blend
654,France,86,15,Bordeaux,Montagne-Saint-Emilion,Bordeaux-style Red Blend
655,France,86,20,Bordeaux,Madoc,Bordeaux-style Red Blend
656,France,86,36,Bordeaux,Pomerol,Bordeaux-style Red Blend
657,France,86,20,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
658,France,86,13,Bordeaux,Graves,Bordeaux-style White Blend
659,France,86,20,Bordeaux,Moulis-en-Madoc,Bordeaux-style Red Blend
660,France,86,,Bordeaux,Madoc,Bordeaux-style Red Blend
661,France,86,10,Bordeaux,Bordeaux,Bordeaux-style Red Blend
662,France,88,15,Southwest France,Cates du Marmandais,Red Blend
663,France,88,16,Southwest France,Cahors,Malbec-Merlot
664,France,88,12,Rhane Valley,Cates du Rhane,Rhane-style Red Blend
665,France,91,24,Alsace,Alsace,Riesling
666,France,91,,Alsace,Alsace,Pinot Gris
667,France,91,28,Bordeaux,Blaye Cates de Bordeaux,Bordeaux-style Red Blend
668,France,91,27,Alsace,Alsace,Riesling
669,France,90,,Southwest France,Madiran,Tannat
670,France,90,42,Beaujolais,Morgon,Gamay
671,France,90,64,Burgundy,Volnay,Pinot Noir
672,France,90,22,Beaujolais,Fleurie,Gamay
673,France,92,65,Provence,Cates de Provence,Rosa
674,France,87,28,Loire Valley,Pouilly-Fuma,Sauvignon Blanc
675,France,87,12,Loire Valley,Muscadet Savre et Maine,Melon
676,France,87,15,Bordeaux,Blaye Cates de Bordeaux,Bordeaux-style Red Blend
677,France,87,16,Loire Valley,Chinon,Cabernet Franc
678,France,87,,Bordeaux,Blaye Cates de Bordeaux,Bordeaux-style Red Blend
679,France,87,14,Loire Valley,Vouvray,Chenin Blanc
680,France,87,12,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend
681,France,89,25,Loire Valley,Sancerre,Pinot Noir
682,France,89,22,Rhane Valley,Tavel,Rosa
683,France,90,238,Burgundy,Corton-Charlemagne,Chardonnay
684,France,90,65,Burgundy,Mercurey,Chardonnay
685,France,89,12,Bordeaux,Bordeaux Rosa,Rosa
686,France,89,10,Bordeaux,Bordeaux Rosa,Rosa
687,France,89,13,Languedoc-Roussillon,Languedoc,Rosa
688,France,89,30,Alsace,Alsace,Pinot Noir
689,France,89,14,Alsace,Alsace,Pinot Blanc
690,France,89,28,Alsace,Alsace,Pinot Noir
691,France,89,24,Alsace,Alsace,Sylvaner
692,France,89,17,Alsace,Alsace,White Blend
693,France,96,,Bordeaux,Pomerol,Bordeaux-style Red Blend
694,France,95,202,Bordeaux,Pessac-Laognan,Bordeaux-style Red Blend
695,France,95,66,Alsace,Alsace,Alsace white blend
696,France,95,38,Alsace,Alsace,Riesling
697,France,95,50,Alsace,Alsace,Alsace white blend
698,France,95,60,Bordeaux,Pessac-Laognan,Bordeaux-style Red Blend
699,France,95,50,Alsace,Alsace,Riesling
700,France,95,250,Bordeaux,Pomerol,Bordeaux-style Red Blend
701,France,95,45,Alsace,Alsace,Riesling
702,France,95,90,Alsace,Alsace,Gewaarztraminer
703,France,95,44,Alsace,Alsace,Riesling
704,France,95,,Bordeaux,Pessac-Laognan,Bordeaux-style White Blend
705,France,95,165,Bordeaux,Pomerol,Bordeaux-style Red Blend
706,France,95,35,Bordeaux,Pessac-Laognan,Bordeaux-style White Blend
707,France,95,83,Alsace,Alsace,Pinot Gris
708,France,95,90,Alsace,Alsace,Pinot Gris
709,France,86,18,Bordeaux,Madoc,Bordeaux-style Red Blend
710,France,86,30,Bordeaux,Madoc,Bordeaux-style Red Blend
711,France,86,10,Bordeaux,Bordeaux,Bordeaux-style Red Blend
712,France,86,20,Bordeaux,Madoc,Bordeaux-style Red Blend
713,France,86,,Bordeaux,Bordeaux,Bordeaux-style Red Blend
714,France,86,15,Bordeaux,Bordeaux Blanc,Sauvignon Blanc
715,France,92,65,Provence,Cates de Provence,Rosa
716,France,92,32,Provence,Coteaux Varois en Provence,Rosa
717,France,92,40,Provence,Cates de Provence,Rosa
718,France,88,,Southwest France,Cahors,Malbec-Merlot
719,France,88,14,Rhane Valley,Costiares de Na¨mes,Rosa
720,France,88,11,Southwest France,Madiran,Red Blend
721,France,88,17,Southwest France,Jurana¤on Sec,White Blend
722,France,88,20,Rhane Valley,Cates du Rhane,Rhane-style White Blend
723,France,91,,Alsace,Alsace,Riesling
724,France,91,25,Alsace,Alsace,Riesling
725,France,91,48,Alsace,Alsace,Gewaarztraminer
726,France,91,29,Alsace,Alsace,Riesling
727,France,91,,Alsace,Alsace,Gewaarztraminer
728,France,91,,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
729,France,91,24,Bordeaux,Haut-Madoc,Bordeaux-style Red Blend
730,France,91,50,Bordeaux,Cates de Bordeaux,Bordeaux-style Red Blend
731,France,90,,Southwest France,Jurana¤on Sec,Gros and Petit Manseng
732,France,90,46,Burgundy,Saint-Aubin,Chardonnay
733,France,90,60,Bordeaux,Graves,Bordeaux-style Red Blend
734,France,90,23,Bordeaux,Graves,Bordeaux-style Red Blend
735,France,87,,Bordeaux,Madoc,Bordeaux-style Red Blend
736,France,87,17,Bordeaux,Cadillac Cates de Bordeaux,Bordeaux-style Red Blend
737,France,87,20,Bordeaux,Blaye Cates de Bordeaux,Bordeaux-style Red Blend
738,France,87,13,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend
739,France,87,26,Loire Valley,Pouilly-Fuma,Sauvignon Blanc
740,France,89,12,Southwest France,Monbazillac,Bordeaux-style White Blend
741,France,89,29,Loire Valley,Sancerre,Sauvignon Blanc
742,France,89,12,Alsace,Alsace,Pinot Blanc
743,France,89,14,Alsace,Alsace,Pinot Blanc
744,France,89,13,Alsace,Alsace,Sylvaner
745,France,89,37,Burgundy,Rully,Pinot Noir
746,France,89,38,Alsace,Alsace,Pinot Noir
747,France,95,41,Alsace,Alsace,Riesling
748,France,95,65,Alsace,Alsace,Gewaarztraminer
749,France,95,85,Bordeaux,Saint-Estaphe,Bordeaux-style Red Blend
750,France,95,75,Bordeaux,Pessac-Laognan,Bordeaux-style Red Blend
751,France,95,30,Alsace,Alsace,Riesling
752,France,95,35,Bordeaux,Pessac-Laognan,Bordeaux-style White Blend
753,France,95,,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
754,France,95,150,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
755,France,95,100,Alsace,Alsace,Riesling
756,France,95,,Bordeaux,Pessac-Laognan,Bordeaux-style Red Blend
757,France,95,98,Alsace,Alsace,Alsace white blend
758,France,95,43,Alsace,Alsace,Riesling
759,France,94,,Bordeaux,Pauillac,Bordeaux-style Red Blend
760,France,94,120,Bordeaux,Pessac-Laognan,Bordeaux-style Red Blend
761,France,86,20,Bordeaux,Madoc,Bordeaux-style Red Blend
762,France,86,20,Bordeaux,Bordeaux,Bordeaux-style Red Blend
763,France,86,25,Bordeaux,Madoc,Bordeaux-style Red Blend
764,France,86,28,Bordeaux,Madoc,Bordeaux-style Red Blend
765,France,86,39,Bordeaux,Pessac-Laognan,Bordeaux-style Red Blend
766,France,86,15,Bordeaux,Bordeaux Suparieur,Bordeaux-style Red Blend
767,France,91,60,Provence,Cates de Provence,Provence red blend
768,France,91,24,Provence,Cates de Provence,Rosa
769,France,91,25,Provence,Cates de Provence,Rosa
770,France,91,90,Southwest France,Cates du Lot,Viognier
771,France,91,24,Provence,Cates de Provence,Rosa
772,France,91,20,Provence,Cates de Provence Sainte-Victoire,Rosa
773,France,91,17,Provence,Cates de Provence Sainte-Victoire,Rosa
774,France,91,20,Provence,Cates de Provence,Rosa
775,France,89,50,Burgundy,Bourgogne Hautes Cates de Beaune,Chardonnay
776,France,89,40,Loire Valley,Sancerre,Sauvignon Blanc
777,France,89,79,Burgundy,Nuits-St.-Georges,Pinot Noir
778,France,90,29,Alsace,Alsace,Riesling
779,France,90,21,Alsace,Alsace,White Blend
780,France,90,38,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
781,France,90,30,Bordeaux,Haut-Madoc,Bordeaux-style Red Blend
782,France,90,24,Bordeaux,Haut-Madoc,Bordeaux-style Red Blend
783,France,88,19,Southwest France,Cahors,Malbec
784,France,88,30,Southwest France,Cahors,Malbec
785,France,88,16,Southwest France,Gaillac,White Blend
786,France,88,16,Rhane Valley,Luberon,Rosa
787,France,90,45,Bordeaux,Haut-Madoc,Bordeaux-style Red Blend
788,France,90,25,Southwest France,Cahors,Malbec
789,France,89,50,Burgundy,Saint-Romain,Chardonnay
790,France,89,40,Southwest France,Cates du Lot,Syrah
791,France,89,,Bordeaux,Bordeaux Suparieur,Bordeaux-style Red Blend
792,France,89,25,Bordeaux,Bordeaux Suparieur,Bordeaux-style Red Blend
793,France,89,22,Beaujolais,Julianas,Gamay
794,France,89,25,Beaujolais,Saint-Amour,Gamay
795,France,89,16,Southwest France,Cahors,Malbec
796,France,89,43,Burgundy,Pernand-Vergelesses,Chardonnay
797,France,87,26,Loire Valley,Sancerre,Pinot Noir
798,France,89,48,Burgundy,Mercurey,Pinot Noir
799,France,89,35,Burgundy,Mercurey,Chardonnay
800,France,89,23,Alsace,Alsace,Alsace white blend
801,France,89,15,Alsace,Alsace,Pinot Blanc
802,France,89,15,Alsace,Alsace,Pinot Blanc
803,France,89,15,Alsace,Alsace,Alsace white blend
804,France,94,26,Alsace,Alsace,Riesling
805,France,94,45,Alsace,Alsace,Riesling
806,France,94,32,Alsace,Alsace,Riesling
807,France,94,27,Alsace,Alsace,Riesling
808,France,94,45,Alsace,Alsace,Riesling
809,France,94,37,Alsace,Alsace,Pinot Gris
810,France,94,44,Alsace,Alsace,Riesling
811,France,94,50,Bordeaux,Pessac-Laognan,Bordeaux-style Red Blend
812,France,94,130,Bordeaux,Margaux,Bordeaux-style Red Blend
813,France,94,50,Alsace,Alsace,Pinot Gris
814,France,94,24,Alsace,Alsace,Pinot Gris
815,France,94,,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
816,France,94,50,Bordeaux,Sauternes,Bordeaux-style White Blend
817,France,86,10,Bordeaux,Bordeaux,Bordeaux-style Red Blend
818,France,86,35,Bordeaux,Pessac-Laognan,Sauvignon Blanc
819,France,86,20,Bordeaux,Haut-Madoc,Bordeaux-style Red Blend
820,France,86,19,Bordeaux,Moulis-en-Madoc,Bordeaux-style Red Blend
821,France,86,11,Bordeaux,Bordeaux,Bordeaux-style Red Blend
822,France,88,19,Southwest France,Cahors,Malbec
823,France,88,30,Southwest France,Cahors,Malbec
824,France,87,14,Rhane Valley,Costiares de Na¨mes,Rosa
825,France,87,15,Rhane Valley,Costiares de Na¨mes,Rosa
826,France,87,12,Southwest France,Cates de Gascogne,White Blend
827,France,87,11,Southwest France,Cates de Gascogne,Gros and Petit Manseng
828,France,91,35,Provence,Cates de Provence,Rosa
829,France,91,,Southwest France,Gaillac,Red Blend
830,France,91,52,Provence,Cates de Provence,Rosa
831,France,91,22,Provence,Cates de Provence,Rosa
832,France,89,43,Burgundy,Saint-Aubin,Chardonnay
833,France,89,40,Burgundy,Mercurey,Chardonnay
834,France,89,,Burgundy,Chablis,Chardonnay
835,France,90,,Alsace,Alsace,Gewaarztraminer
836,France,90,18,Alsace,Alsace,Gewaarztraminer
837,France,90,17,Alsace,Alsace,Riesling
838,France,90,15,Bordeaux,Bordeaux,Bordeaux-style Red Blend
839,France,89,55,Bordeaux,Fronsac,Bordeaux-style Red Blend
840,France,89,35,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
841,France,89,60,Champagne,Champagne,Champagne Blend
842,France,89,46,Burgundy,Chablis,Chardonnay
843,France,89,55,Burgundy,Marsannay,Pinot Noir
844,France,89,117,Burgundy,Meursault,Chardonnay
845,France,89,30,Alsace,Alsace,Pinot Noir
846,France,89,,Burgundy,Marsannay,Chardonnay
847,France,89,70,Burgundy,Gevrey-Chambertin,Pinot Noir
848,France,89,90,Burgundy,Nuits-St.-Georges,Chardonnay
849,France,89,13,Bordeaux,Bordeaux Rosa,Rosa
850,France,87,30,Loire Valley,Sancerre,Pinot Noir
851,France,87,19,Bordeaux,Castillon Cates de Bordeaux,Bordeaux-style Red Blend
852,France,87,17,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend
853,France,87,17,Bordeaux,Cates de Bourg,Bordeaux-style Red Blend
854,France,87,,Bordeaux,Blaye Cates de Bordeaux,Bordeaux-style Red Blend
855,France,87,20,Bordeaux,Blaye Cates de Bordeaux,Bordeaux-style Red Blend
856,France,87,,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
857,France,87,,Bordeaux,Bordeaux Blanc,Bordeaux-style White Blend
858,France,87,,Bordeaux,Bordeaux,Bordeaux-style Red Blend
859,France,87,22,Loire Valley,Menetou-Salon,Sauvignon Blanc
860,France,94,50,Bordeaux,Sauternes,Bordeaux-style White Blend
861,France,94,44,Alsace,Alsace,Gewaarztraminer
862,France,94,37,Alsace,Alsace,Pinot Gris
863,France,94,45,Alsace,Alsace,Riesling
864,France,94,150,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
865,France,94,50,Bordeaux,Pessac-Laognan,Bordeaux-style White Blend
866,France,94,130,Bordeaux,Pomerol,Bordeaux-style Red Blend
867,France,94,53,Alsace,Alsace,Riesling
868,France,94,33,Alsace,Alsace,Riesling
869,France,94,,Bordeaux,Pomerol,Bordeaux-style Red Blend
870,France,94,35,Bordeaux,Pessac-Laognan,Bordeaux-style Red Blend
871,France,94,91,Bordeaux,Saint-Emilion,Bordeaux-style Red Blend
872,France,94,48,Alsace,Alsace,Gewaarztraminer
873,France,94,55,Alsace,Alsace,Pinot Noir
874,France,94,54,Alsace,Alsace,Riesling
875,France,94,,Bordeaux,Saint-Julien,Bordeaux-style Red Blend
876,France,89,28,Loire Valley,Sancerre,Pinot Noir
877,France,89,11,Rhane Valley,Cates du Rhane,Rosa
878,France,89,,Loire Valley,Pouilly-Fuma,Sauvignon Blanc
879,France,89,,Loire Valley,Pouilly-Fuma,Sauvignon Blanc
880,France,89,,Loire Valley,Sancerre,Sauvignon Blanc
881,France,86,10,Bordeaux,Bordeaux,Bordeaux-style Red Blend
882,France,85,30,Bordeaux,Madoc,Bordeaux-style Red Blend
883,France,85,30,Bordeaux,Pessac-Laognan,Bordeaux-style Red Blend
884,France,85,17,Bordeaux,Haut-Madoc,Bordeaux-style Red Blend
885,France,85,,Bordeaux,Pessac-Laognan,Bordeaux-style Red Blend
886,France,85,20,Bordeaux,Madoc,Bordeaux-style Red Blend
887,France,85,7,Bordeaux,Bordeaux Suparieur,Bordeaux-style Red Blend
888,France,85,12,Bordeaux,Bordeaux,Bordeaux-style Red Blend
889,France,87,11,Southwest France,Cates de Gascogne,Gros and Petit Manseng
890,France,87,16,Southwest France,Cahors,Malbec-Merlot
891,France,87,15,Southwest France,Cates du Marmandais,Bordeaux-style White Blend
892,France,87,12,Rhane Valley,Cates du Rhane,Rhane-style Red Blend
893,France,87,10,Southwest France,Cates de Gascogne,Tannat
894,France,91,27,Provence,Cates de Provence La Londe,Rosa
895,France,91,,Provence,Bandol,Rosa
896,France,91,15,Southwest France,Madiran,Tannat
897,France,91,43,Southwest France,Cates du Tarn,Bordeaux-style Red Blend
898,France,91,20,Provence,Coteaux d'Aix-en-Provence,Rosa
899,France,91,24,Provence,Cates de Provence Sainte-Victoire,Rosa
900,France,91,35,Provence,Cates de Provence,Rosa
901,France,91,40,Provence,Cates de Provence,Rosa
902,France,91,20,Provence,Cates de Provence,Rosa
903,France,91,19,Provence,Coteaux d'Aix-en-Provence,Rosa
904,France,89,,Burgundy,Rully,Chardonnay
905,France,89,35,Southwest France,Cahors,Malbec
906,France,89,19,Bordeaux,Graves,Bordeaux-style Red Blend
907,France,89,20,Bordeaux,Castillon Cates de Bordeaux,Bordeaux-style Red Blend
908,France,89,,Burgundy,Pouilly-Fuissa,Chardonnay
909,France,89,26,Burgundy,Pouilly-Fuissa,Chardonnay
910,France,89,32,Burgundy,Savigny-las-Beaune,Pinot Noir
911,France,89,31,Burgundy,Pouilly-Fuissa,Chardonnay
912,France,89,70,Burgundy,Gevrey-Chambertin,Pinot Noir
